x,y,z,label
-0.04,-0.16,1.077,0
-0.046,-0.144,1.286,0
-0.036,-0.17,1.182,0
-0.031,-0.148,1.072,0
-0.032,-0.173,1.282,0
-0.033,-0.193,1.055,0
-0.032,-0.118,1.035,0
-0.034,-0.169,1.05,0
-0.045,-0.15,1.102,0
-0.033,-0.105,1.229,0
-0.043,-0.2,1.257,0
-0.046,-0.141,1.211,0
-0.035,-0.177,1.211,0
-0.046,-0.103,1.143,0
-0.046,-0.193,1.027,0
-0.041,-0.197,1.154,0
-0.031,-0.172,1.19,0
-0.038,-0.104,1.014,0
-0.038,-0.118,1.02,0
-0.044,-0.185,1.219,0
-0.038,-0.14,1.213,0
-0.048,-0.187,1.215,0
-0.044,-0.141,1.123,0
-0.039,-0.187,1.288,0
-0.036,-0.153,1.104,0
-0.049,-0.199,1.067,0
-0.033,-0.156,1.123,0
-0.043,-0.108,1.195,0
-0.039,-0.165,1.055,0
-0.042,-0.166,1.265,0
-0.048,-0.132,1.208,0
-0.048,-0.191,1.013,0
-0.033,-0.168,1.152,0
-0.037,-0.175,1.105,0
-0.045,-0.175,1.102,0
-0.05,-0.196,1.132,0
-0.042,-0.2,1.003,0
-0.036,-0.144,1.27,0
-0.048,-0.139,1.018,0
-0.046,-0.135,1.195,0
-0.046,-0.13,1.123,0
-0.05,-0.156,1.077,0
-0.049,-0.196,1.236,0
-0.038,-0.194,1.199,0
-0.049,-0.169,1.174,0
-0.032,-0.128,1.111,0
-0.033,-0.123,1.175,0
-0.044,-0.143,1.186,0
-0.032,-0.153,1.087,0
-0.047,-0.15,1.163,0
-0.033,-0.108,1.171,0
-0.037,-0.121,1.027,0
-0.037,-0.136,1.272,0
-0.047,-0.137,1.01,0
-0.05,-0.127,1.28,0
-0.048,-0.112,1.212,0
-0.047,-0.106,1.169,0
-0.035,-0.105,1.228,0
-0.047,-0.128,1.021,0
-0.038,-0.137,1.036,0
-0.044,-0.147,1.054,0
-0.036,-0.152,1.195,0
-0.038,-0.103,1.107,0
-0.04,-0.141,1.073,0
-0.031,-0.112,1.082,0
-0.042,-0.175,1.182,0
-0.038,-0.168,1.259,0
-0.041,-0.156,1.004,0
-0.038,-0.179,1.014,0
-0.033,-0.188,1.053,0
-0.036,-0.109,1.19,0
-0.034,-0.108,1.176,0
-0.047,-0.161,1.012,0
-0.047,-0.199,1.244,0
-0.042,-0.126,1.147,0
-0.04,-0.132,1.191,0
-0.047,-0.157,1.051,0
-0.044,-0.182,1.211,0
-0.036,-0.147,1.244,0
-0.047,-0.13,1.061,0
-0.036,-0.182,1.067,0
-0.043,-0.139,1.085,0
-0.039,-0.188,1.105,0
-0.032,-0.181,1.146,0
-0.043,-0.124,1.074,0
-0.034,-0.185,1.155,0
-0.05,-0.197,1.16,0
-0.043,-0.118,1.137,0
-0.048,-0.174,1.093,0
-0.042,-0.117,1.105,0
-0.049,-0.117,1.125,0
-0.049,-0.15,1.146,0
-0.038,-0.11,1.254,0
-0.048,-0.114,1.293,0
-0.05,-0.126,1.175,0
-0.037,-0.195,1.204,0
-0.05,-0.146,1.231,0
-0.08,-0.467,1.322,1
-0.035,-0.115,1.126,0
-0.043,-0.102,1.08,0
-0.038,-0.164,1.28,0
-0.043,-0.112,1.191,0
-0.047,-0.105,1.174,0
-0.033,-0.11,1.176,0
-0.037,-0.16,1.071,0
-0.039,-0.191,1.107,0
-0.035,-0.135,1.002,0
-0.038,-0.126,1.166,0
-0.041,-0.105,1.161,0
-0.049,-0.145,1.11,0
-0.04,-0.184,1.115,0
-0.041,-0.149,1.054,0
-0.044,-0.131,1.012,0
-0.046,-0.124,1.001,0
-0.045,-0.132,1.072,0
-0.031,-0.158,1.29,0
-0.037,-0.17,1.217,0
-0.05,-0.124,1.265,0
-0.037,-0.113,1.148,0
-0.043,-0.152,1.216,0
-0.042,-0.13,1.296,0
-0.032,-0.166,1.233,0
-0.032,-0.117,1.022,0
-0.031,-0.14,1.249,0
-0.037,-0.186,1.057,0
-0.035,-0.129,1.246,0
-0.036,-0.131,1.136,0
-0.038,-0.112,1.086,0
-0.036,-0.155,1.152,0
-0.047,-0.124,1.192,0
-0.03,-0.123,1.12,0
-0.041,-0.174,1.042,0
-0.038,-0.116,1.263,0
-0.039,-0.141,1.017,0
-0.033,-0.174,1.191,0
-0.044,-0.13,1.03,0
-0.04,-0.18,1.133,0
-0.036,-0.14,1.263,0
-0.048,-0.166,1.157,0
-0.042,-0.149,1.17,0
-0.041,-0.196,1.03,0
-0.033,-0.184,1.184,0
-0.048,-0.1,1.087,0
-0.049,-0.157,1.172,0
-0.038,-0.189,1.024,0
-0.049,-0.15,1.223,0
-0.04,-0.111,1.204,0
-0.04,-0.173,1.024,0
-0.037,-0.104,1.204,0
-0.031,-0.153,1.228,0
-0.045,-0.17,1.177,0
-0.041,-0.158,1.047,0
-0.034,-0.17,1.179,0
-0.047,-0.107,1.088,0
-0.032,-0.143,1.24,0
-0.039,-0.127,1.021,0
-0.046,-0.171,1.227,0
-0.049,-0.134,1.296,0
-0.045,-0.184,1.18,0
-0.044,-0.164,1.023,0
-0.048,-0.117,1.179,0
-0.039,-0.17,1.152,0
-0.043,-0.173,1.157,0
-0.03,-0.194,1.177,0
-0.031,-0.109,1.046,0
-0.033,-0.164,1.177,0
-0.046,-0.166,1.165,0
-0.033,-0.13,1.068,0
-0.05,-0.195,1.122,0
-0.04,-0.132,1.224,0
-0.048,-0.11,1.051,0
-0.044,-0.102,1.05,0
-0.045,-0.135,1.287,0
-0.052,-0.566,0.965,1
-0.034,-0.123,1.16,0
-0.041,-0.174,1.06,0
-0.046,-0.125,1.194,0
-0.044,-0.108,1.129,0
-0.039,-0.198,1.073,0
-0.044,-0.17,1.189,0
-0.048,-0.149,1.158,0
-0.038,-0.11,1.13,0
-0.031,-0.134,1.051,0
-0.032,-0.196,1.075,0
-0.032,-0.111,1.141,0
-0.043,-0.134,1.123,0
-0.033,-0.187,1.015,0
-0.047,-0.102,1.243,0
-0.038,-0.131,1.098,0
-0.039,-0.108,1.252,0
-0.03,-0.169,1.26,0
-0.036,-0.158,1.282,0
-0.041,-0.168,1.167,0
-0.049,-0.128,1.107,0
-0.049,-0.182,1.017,0
-0.044,-0.144,1.22,0
-0.047,-0.128,1.207,0
-0.039,-0.13,1.187,0
-0.034,-0.11,1.089,0
-0.035,-0.167,1.059,0
-0.036,-0.106,1.051,0
-0.047,-0.174,1.207,0
-0.046,-0.163,1.089,0
-0.031,-0.16,1.145,0
-0.048,-0.173,1.076,0
-0.074,-0.073,1.181,1
-0.037,-0.19,1.262,0
-0.03,-0.168,1.157,0
-0.048,-0.192,1.261,0
-0.037,-0.179,1.17,0
-0.04,-0.192,1.171,0
-0.04,-0.117,1.061,0
-0.038,-0.139,1.036,0
-0.043,-0.126,1.251,0
-0.032,-0.141,1.158,0
-0.037,-0.157,1.21,0
-0.045,-0.111,1.001,0
-0.042,-0.163,1.207,0
-0.05,-0.197,1.3,0
-0.032,-0.119,1.001,0
-0.036,-0.193,1.169,0
-0.044,-0.179,1.119,0
-0.045,-0.109,1.141,0
-0.04,-0.19,1.283,0
-0.03,-0.187,1.272,0
-0.049,-0.146,1.259,0
-0.036,-0.113,1.142,0
-0.048,-0.124,1.231,0
-0.041,-0.144,1.226,0
-0.046,-0.155,1.29,0
-0.035,-0.178,1.215,0
-0.033,-0.161,1.254,0
-0.034,-0.172,1.078,0
-0.048,-0.136,1.09,0
-0.043,-0.14,1.157,0
-0.036,-0.167,1.205,0
-0.033,-0.133,1.098,0
-0.047,-0.135,1.046,0
-0.048,-0.132,1.119,0
-0.031,-0.177,1.135,0
-0.033,-0.143,1.215,0
-0.032,-0.109,1.248,0
-0.049,-0.138,1.015,0
-0.04,-0.153,1.144,0
-0.031,-0.102,1.059,0
-0.041,-0.125,1.159,0
-0.036,-0.113,1.184,0
-0.042,-0.161,1.109,0
-0.043,-0.154,1.21,0
-0.034,-0.101,1.135,0
-0.047,-0.123,1.216,0
-0.048,-0.114,1.04,0
-0.049,-0.195,1.244,0
-0.049,-0.193,1.088,0
-0.039,-0.182,1.247,0
-0.039,-0.167,1.131,0
-0.04,-0.154,1.199,0
-0.036,-0.111,1.257,0
-0.033,-0.14,1.183,0
-0.031,-0.122,1.185,0
-0.035,-0.135,1.143,0
-0.049,-0.17,1.073,0
-0.048,-0.2,1.188,0
-0.033,-0.183,1.071,0
-0.046,-0.104,1.298,0
-0.036,-0.163,1.036,0
-0.039,-0.144,1.153,0
-0.04,-0.156,1.218,0
-0.047,-0.162,1.179,0
-0.041,-0.128,1.291,0
-0.032,-0.123,1.056,0
-0.039,-0.159,1.039,0
-0.041,-0.134,1.224,0
-0.033,-0.117,1.103,0
-0.046,-0.196,1.067,0
-0.037,-0.2,1.198,0
-0.035,-0.105,1.076,0
-0.048,-0.111,1.051,0
-0.038,-0.184,1.212,0
-0.043,-0.191,1.181,0
-0.044,-0.105,1.281,0
-0.043,-0.127,1.259,0
-0.04,-0.143,1.187,0
-0.041,-0.106,1.222,0
-0.048,-0.174,1.112,0
-0.037,-0.199,1.265,0
-0.043,-0.161,1.061,0
-0.042,-0.124,1.156,0
-0.036,-0.161,1.088,0
-0.036,-0.14,1.217,0
-0.04,-0.171,1.16,0
-0.049,-0.159,1.093,0
-0.033,-0.115,1.063,0
-0.046,-0.141,1.143,0
-0.041,-0.13,1.168,0
-0.044,-0.169,1.08,0
-0.03,-0.192,1.062,0
-0.037,-0.191,1.199,0
-0.032,-0.153,1.255,0
-0.039,-0.194,1.08,0
-0.04,-0.111,1.235,0
-0.036,-0.118,1.144,0
-0.048,-0.103,1.222,0
-0.031,-0.116,1.228,0
-0.036,-0.149,1.221,0
-0.05,-0.176,1.101,0
-0.036,-0.122,1.232,0
-0.049,-0.131,1.007,0
-0.035,-0.123,1.275,0
-0.044,-0.151,1.246,0
-0.038,-0.151,1.256,0
-0.036,-0.198,1.279,0
-0.034,-0.188,1.21,0
-0.033,-0.149,1.141,0
-0.042,-0.148,1.145,0
-0.037,-0.176,1.29,0
-0.05,-0.195,1.11,0
-0.044,-0.179,1.01,0
-0.032,-0.104,1.229,0
-0.033,-0.153,1.201,0
-0.035,-0.143,1.248,0
-0.047,-0.177,1.224,0
-0.036,-0.17,1.106,0
-0.035,-0.126,1.066,0
-0.043,-0.164,1.281,0
-0.044,-0.101,1.052,0
-0.038,-0.153,1.17,0
-0.036,-0.137,1.095,0
-0.04,-0.181,1.176,0
-0.048,-0.181,1.24,0
-0.044,-0.163,1.047,0
-0.041,-0.115,1.272,0
-0.033,-0.122,1.022,0
-0.032,-0.148,1.249,0
-0.041,-0.191,1.204,0
-0.037,-0.198,1.272,0
-0.047,-0.125,1.087,0
-0.041,-0.194,1.234,0
-0.034,-0.16,1.18,0
-0.046,-0.198,1.033,0
-0.031,-0.177,1.129,0
-0.05,-0.193,1.203,0
-0.049,-0.123,1.221,0
-0.041,-0.122,1.093,0
-0.033,-0.17,1.269,0
-0.043,-0.173,1.048,0
-0.033,-0.156,1.218,0
-0.036,-0.197,1.258,0
-0.036,-0.156,1.272,0
-0.041,-0.124,1.101,0
-0.042,-0.189,1.197,0
-0.046,-0.158,1.249,0
-0.041,-0.178,1.195,0
-0.042,-0.105,1.106,0
-0.048,-0.192,1.179,0
-0.042,-0.102,1.067,0
-0.03,-0.174,1.264,0
-0.033,-0.185,1.238,0
-0.036,-0.131,1.183,0
-0.032,-0.143,1.009,0
-0.044,-0.172,1.237,0
-0.039,-0.183,1.271,0
-0.036,-0.199,1.181,0
-0.04,-0.156,1.245,0
-0.046,-0.111,1.109,0
-0.043,-0.174,1.016,0
-0.034,-0.149,1.252,0
-0.048,-0.136,1.074,0
-0.048,-0.111,1.145,0
-0.048,-0.137,1.153,0
-0.036,-0.12,1.116,0
-0.035,-0.19,1.023,0
-0.038,-0.113,1.132,0
-0.045,-0.146,1.044,0
-0.047,-0.156,1.079,0
-0.039,-0.132,1.191,0
-0.038,-0.188,1.127,0
-0.033,-0.131,1.052,0
-0.038,-0.12,1.243,0
-0.036,-0.152,1.166,0
-0.043,-0.103,1.103,0
-0.039,-0.2,1.181,0
-0.038,-0.162,1.088,0
-0.031,-0.172,1.188,0
-0.034,-0.154,1.003,0
-0.032,-0.198,1.016,0
-0.035,-0.177,1.249,0
-0.031,-0.171,1.186,0
-0.032,-0.11,1.184,0
-0.045,-0.176,1.063,0
-0.049,-0.12,1.078,0
-0.036,-0.188,1.238,0
-0.032,-0.118,1.119,0
-0.045,-0.111,1.102,0
-0.049,-0.113,1.025,0
-0.047,-0.192,1.239,0
-0.038,-0.147,1.254,0
-0.031,-0.183,1.095,0
-0.044,-0.148,1.222,0
-0.034,-0.115,1.018,0
-0.034,-0.128,1.047,0
-0.044,-0.126,1.01,0
-0.045,-0.178,1.289,0
-0.031,-0.165,1.084,0
-0.035,-0.199,1.181,0
-0.04,-0.104,1.256,0
-0.038,-0.195,1.148,0
-0.034,-0.179,1.007,0
-0.034,-0.16,1.049,0
-0.046,-0.173,1.198,0
-0.05,-0.198,1.154,0
-0.044,-0.137,1.018,0
-0.042,-0.158,1.136,0
-0.041,-0.17,1.069,0
-0.033,-0.117,1.035,0
-0.047,-0.104,1.039,0
-0.038,-0.148,1.264,0
-0.044,-0.104,1.206,0
-0.039,-0.126,1.167,0
-0.037,-0.153,1.06,0
-0.035,-0.198,1.157,0
-0.03,-0.153,1.003,0
-0.042,-0.162,1.134,0
-0.032,-0.118,1.11,0
-0.04,-0.196,1.153,0
-0.039,-0.189,1.25,0
-0.03,-0.145,1.009,0
-0.043,-0.134,1.145,0
-0.039,-0.157,1.17,0
-0.043,-0.111,1.197,0
-0.05,-0.182,1.102,0
-0.034,-0.185,1.287,0
-0.04,-0.11,1.093,0
-0.038,-0.188,1.207,0
-0.034,-0.164,1.153,0
-0.032,-0.182,1.026,0
-0.043,-0.181,1.11,0
-0.038,-0.199,1.048,0
-0.043,-0.128,1.074,0
-0.042,-0.143,1.06,0
-0.049,-0.193,1.24,0
-0.04,-0.169,1.214,0
-0.043,-0.178,1.066,0
-0.042,-0.195,1.246,0
-0.036,-0.115,1.293,0
-0.036,-0.114,1.234,0
-0.041,-0.177,1.263,0
-0.041,-0.169,1.219,0
-0.032,-0.136,1.229,0
-0.033,-0.125,1.11,0
-0.041,-0.168,1.194,0
-0.043,-0.172,1.298,0
-0.047,-0.136,1.271,0
-0.048,-0.111,1.138,0
-0.044,-0.127,1.07,0
-0.033,-0.129,1.032,0
-0.034,-0.101,1.195,0
-0.047,-0.155,1.267,0
-0.038,-0.12,1.206,0
-0.034,-0.103,1.293,0
-0.03,-0.125,1.096,0
-0.037,-0.137,1.105,0
-0.038,-0.154,1.08,0
-0.04,-0.179,1.053,0
-0.034,-0.197,1.117,0
-0.034,-0.133,1.282,0
-0.045,-0.136,1.275,0
-0.031,-0.105,1.206,0
-0.048,-0.16,1.021,0
-0.045,-0.195,1.006,0
-0.043,-0.139,1.089,0
-0.046,-0.143,1.043,0
-0.044,-0.159,1.125,0
-0.045,-0.189,1.143,0
-0.042,-0.155,1.209,0
-0.036,-0.18,1.256,0
-0.044,-0.16,1.038,0
-0.037,-0.155,1.256,0
-0.039,-0.106,1.078,0
-0.031,-0.2,1.017,0
-0.044,-0.112,1.004,0
-0.039,-0.197,1.203,0
-0.033,-0.112,1.029,0
-0.038,-0.164,1.063,0
-0.049,-0.131,1.019,0
-0.032,-0.176,1.268,0
-0.035,-0.112,1.005,0
-0.036,-0.107,1.11,0
-0.032,-0.198,1.111,0
-0.044,-0.14,1.213,0
-0.036,-0.117,1.093,0
-0.041,-0.14,1.177,0
-0.044,-0.179,1.059,0
-0.041,-0.191,1.122,0
-0.046,-0.106,1.2,0
-0.044,-0.197,1.202,0
-0.041,-0.174,1.168,0
-0.049,-0.126,1.064,0
-0.036,-0.157,1.218,0
-0.042,-0.155,1.034,0
-0.047,-0.143,1.143,0
-0.048,-0.16,1.054,0
-0.048,-0.186,1.297,0
-0.039,-0.186,1.292,0
-0.048,-0.197,1.208,0
-0.049,-0.163,1.27,0
-0.036,-0.135,1.263,0
-0.048,-0.119,1.089,0
-0.038,-0.145,1.073,0
-0.032,-0.191,1.149,0
-0.04,-0.145,1.114,0
-0.038,-0.139,1.206,0
-0.034,-0.182,1.189,0
-0.033,-0.122,1.115,0
-0.032,-0.158,1.291,0
-0.048,-0.186,1.284,0
-0.033,-0.168,1.242,0
-0.05,-0.112,1.113,0
-0.032,-0.196,1.295,0
-0.042,-0.177,1.25,0
-0.044,-0.172,1.169,0
-0.038,-0.129,1.193,0
-0.043,-0.335,1.39,1
-0.042,-0.163,1.107,0
-0.036,-0.103,1.177,0
-0.05,-0.191,1.259,0
-0.045,-0.117,1.134,0
-0.032,-0.137,1.113,0
-0.042,-0.189,1.076,0
-0.046,-0.126,1.157,0
-0.049,-0.179,1.107,0
-0.041,-0.116,1.273,0
-0.039,-0.138,1.213,0
-0.04,-0.139,1.235,0
-0.048,-0.134,1.18,0
-0.045,-0.112,1.239,0
-0.036,-0.192,1.052,0
-0.033,-0.155,1.095,0
-0.048,-0.113,1.098,0
-0.043,-0.161,1.122,0
-0.043,-0.108,1.172,0
-0.033,-0.132,1.295,0
-0.034,-0.181,1.077,0
-0.036,-0.128,1.113,0
-0.04,-0.119,1.181,0
-0.036,-0.196,1.271,0
-0.046,-0.118,1.252,0
-0.044,-0.117,1.152,0
-0.032,-0.123,1.071,0
-0.048,-0.17,1.224,0
-0.047,-0.193,1.13,0
-0.045,-0.17,1.168,0
-0.039,-0.116,1.118,0
-0.043,-0.104,1.245,0
-0.036,-0.128,1.018,0
-0.043,-0.141,1.198,0
-0.03,-0.147,1.275,0
-0.046,-0.103,1.124,0
-0.046,-0.153,1.075,0
-0.041,-0.163,1.123,0
-0.032,-0.16,1.186,0
-0.03,-0.102,1.033,0
-0.034,-0.109,1.295,0
-0.034,-0.127,1.07,0
-0.036,-0.156,1.253,0
-0.041,-0.134,1.148,0
-0.035,-0.184,1.073,0
-0.04,-0.151,1.031,0
-0.037,-0.103,1.136,0
-0.046,-0.131,1.11,0
-0.042,-0.146,1.042,0
-0.043,-0.145,1.165,0
-0.039,-0.14,1.252,0
-0.032,-0.142,1.011,0
-0.046,-0.123,1.062,0
-0.035,-0.14,1.21,0
-0.049,-0.114,1.292,0
-0.04,-0.172,1.185,0
-0.047,-0.123,1.232,0
-0.041,-0.144,1.191,0
-0.04,-0.147,1.023,0
-0.033,-0.132,1.234,0
-0.04,-0.114,1.285,0
-0.044,-0.194,1.093,0
-0.048,-0.125,1.188,0
-0.04,-0.118,1.219,0
-0.034,-0.192,1.227,0
-0.047,-0.133,1.007,0
-0.049,-0.2,1.22,0
-0.033,-0.135,1.227,0
-0.046,-0.182,1.196,0
-0.046,-0.127,1.274,0
-0.034,-0.164,1.127,0
-0.036,-0.149,1.049,0
-0.04,-0.179,1.006,0
-0.038,-0.146,1.214,0
-0.033,-0.184,1.231,0
-0.039,-0.171,1.067,0
-0.03,-0.113,1.033,0
-0.048,-0.175,1.237,0
-0.042,-0.119,1.093,0
-0.04,-0.196,1.209,0
-0.041,-0.137,1.206,0
-0.05,-0.198,1.177,0
-0.043,-0.117,1.157,0
-0.034,-0.123,1.143,0
-0.041,-0.163,1.221,0
-0.045,-0.143,1.171,0
-0.049,-0.173,1.156,0
-0.04,-0.177,1.145,0
-0.035,-0.158,1.006,0
-0.031,-0.143,1.193,0
-0.047,-0.175,1.122,0
-0.033,-0.191,1.09,0
-0.031,-0.169,1.043,0
-0.048,-0.182,1.012,0
-0.038,-0.113,1.13,0
-0.044,-0.14,1.035,0
-0.032,-0.429,0.843,1
-0.043,-0.135,1.216,0
-0.043,-0.145,1.098,0
-0.034,-0.129,1.182,0
-0.031,-0.131,1.21,0
-0.037,-0.142,1.253,0
-0.043,-0.124,1.116,0
-0.034,-0.158,1.21,0
-0.041,-0.107,1.083,0
-0.034,-0.164,1.021,0
-0.035,-0.102,1.055,0
-0.038,-0.135,1.185,0
-0.049,-0.111,1.243,0
-0.048,-0.122,1.156,0
-0.037,-0.162,1.152,0
-0.033,-0.141,1.049,0
-0.045,-0.163,1.028,0
-0.041,-0.135,1.235,0
-0.026,-0.32,1.195,1
-0.031,-0.114,1.168,0
-0.045,-0.169,1.084,0
-0.037,-0.193,1.055,0
-0.038,-0.14,1.274,0
-0.036,-0.143,1.074,0
-0.044,-0.11,1.215,0
-0.036,-0.154,1.112,0
-0.046,-0.193,1.222,0
-0.032,-0.112,1.268,0
-0.046,-0.156,1.175,0
-0.049,-0.146,1.229,0
-0.048,-0.182,1.154,0
-0.032,-0.111,1.24,0
-0.046,-0.104,1.136,0
-0.033,-0.198,1.079,0
-0.042,-0.126,1.055,0
-0.03,-0.157,1.2,0
-0.047,-0.111,1.144,0
-0.034,-0.153,1.222,0
-0.031,-0.133,1.031,0
-0.032,-0.129,1.281,0
-0.04,-0.197,1.22,0
-0.039,-0.197,1.075,0
-0.039,-0.186,1.002,0
-0.036,-0.144,1.193,0
-0.042,-0.188,1.184,0
-0.047,-0.159,1.089,0
-0.039,-0.113,1.02,0
-0.044,-0.126,1.239,0
-0.041,-0.2,1.252,0
-0.033,-0.122,1.015,0
-0.031,-0.135,1.262,0
-0.033,-0.172,1.268,0
-0.041,-0.117,1.055,0
-0.042,-0.182,1.027,0
-0.042,-0.135,1.142,0
-0.032,-0.15,1.038,0
-0.039,-0.117,1.007,0
-0.036,-0.16,1.129,0
-0.031,-0.193,1.075,0
-0.047,-0.142,1.219,0
-0.031,-0.101,1.129,0
-0.043,-0.186,1.023,0
-0.032,-0.153,1.21,0
-0.049,-0.165,1.256,0
-0.033,-0.141,1.271,0
-0.044,-0.142,1.208,0
-0.031,-0.16,1.139,0
-0.041,-0.184,1.276,0
-0.037,-0.194,1.268,0
-0.049,-0.174,1.146,0
-0.045,-0.112,1.16,0
-0.03,-0.153,1.102,0
-0.035,-0.139,1.02,0
-0.032,-0.162,1.049,0
-0.047,-0.181,1.154,0
-0.049,-0.117,1.208,0
-0.042,-0.11,1.148,0
-0.049,-0.145,1.116,0
-0.048,-0.179,1.175,0
-0.048,-0.11,1.052,0
-0.037,-0.147,1.052,0
-0.033,-0.115,1.046,0
-0.031,-0.192,1.092,0
-0.034,-0.104,1.167,0
-0.045,-0.102,1.175,0
-0.044,-0.143,1.024,0
-0.041,-0.13,1.193,0
-0.034,-0.166,1.134,0
-0.042,-0.115,1.006,0
-0.043,-0.2,1.069,0
-0.033,-0.177,1.282,0
-0.043,-0.14,1.242,0
-0.049,-0.129,1.052,0
-0.033,-0.182,1.065,0
-0.034,-0.123,1.129,0
-0.036,-0.139,1.177,0
-0.048,-0.178,1.296,0
-0.049,-0.183,1.007,0
-0.045,-0.163,1.142,0
-0.041,-0.105,1.271,0
-0.033,-0.178,1.084,0
-0.048,-0.194,1.107,0
-0.039,-0.138,1.191,0
-0.032,-0.17,1.092,0
-0.048,-0.2,1.04,0
-0.048,-0.187,1.237,0
-0.04,-0.1,1.09,0
-0.043,-0.124,1.233,0
-0.036,-0.154,1.294,0
-0.034,-0.155,1.081,0
-0.033,-0.114,1.236,0
-0.042,-0.115,1.109,0
-0.047,-0.166,1.254,0
-0.034,-0.108,1.055,0
-0.033,-0.192,1.254,0
-0.042,-0.118,1.064,0
-0.049,-0.127,1.232,0
-0.043,-0.137,1.296,0
-0.043,-0.105,1.148,0
-0.036,-0.116,1.293,0
-0.039,-0.102,1.133,0
-0.032,-0.17,1.226,0
-0.03,-0.199,1.198,0
-0.039,-0.16,1.247,0
-0.037,-0.185,1.146,0
-0.046,-0.132,1.288,0
-0.04,-0.13,1.03,0
-0.044,-0.153,1.086,0
-0.046,-0.119,1.197,0
-0.048,-0.111,1.099,0
-0.031,-0.124,1.061,0
-0.04,-0.199,1.191,0
-0.039,-0.164,1.233,0
-0.034,-0.158,1.245,0
-0.047,-0.126,1.098,0
-0.034,-0.2,1.134,0
-0.047,-0.184,1.209,0
-0.032,-0.116,1.096,0
-0.044,-0.171,1.009,0
-0.033,-0.106,1.151,0
-0.046,-0.182,1.134,0
-0.033,-0.187,1.048,0
-0.035,-0.186,1.045,0
-0.044,-0.119,1.147,0
-0.042,-0.178,1.055,0
-0.036,-0.115,1.164,0
-0.041,-0.162,1.294,0
-0.031,-0.147,1.29,0
-0.042,-0.182,1.222,0
-0.039,-0.101,1.231,0
-0.049,-0.104,1.222,0
-0.042,-0.112,1.025,0
-0.046,-0.143,1.077,0
-0.031,-0.164,1.077,0
-0.04,-0.132,1.02,0
-0.05,-0.152,1.073,0
-0.035,-0.104,1.134,0
-0.046,-0.171,1.169,0
-0.034,-0.143,1.016,0
-0.048,-0.16,1.14,0
-0.048,-0.184,1.029,0
-0.042,-0.102,1.266,0
-0.042,-0.141,1.009,0
-0.042,-0.192,1.253,0
-0.033,-0.161,1.023,0
-0.043,-0.132,1.132,0
-0.042,-0.105,1.289,0
-0.042,-0.105,1.233,0
-0.034,-0.134,1.289,0
-0.046,-0.197,1.166,0
-0.041,-0.147,1.142,0
-0.043,-0.195,1.028,0
-0.031,-0.148,1.285,0
-0.033,-0.125,1.131,0
-0.038,-0.184,1.099,0
-0.047,-0.151,1.066,0
-0.044,-0.156,1.24,0
-0.039,-0.119,1.117,0
-0.031,-0.142,1.277,0
-0.047,-0.184,1.055,0
-0.038,-0.105,1.026,0
-0.03,-0.157,1.115,0
-0.043,-0.113,1.189,0
-0.037,-0.117,1.063,0
-0.041,-0.177,1.161,0
-0.041,-0.194,1.275,0
-0.043,-0.186,1.184,0
-0.035,-0.191,1.197,0
-0.049,-0.118,1.218,0
-0.045,-0.161,1.27,0
-0.037,-0.136,1.147,0
-0.031,-0.169,1.224,0
-0.047,-0.163,1.037,0
-0.042,-0.115,1.28,0
-0.044,-0.184,1.18,0
-0.047,-0.173,1.166,0
-0.035,-0.198,1.126,0
-0.041,-0.119,1.257,0
-0.035,-0.117,1.254,0
-0.037,-0.122,1.232,0
-0.049,-0.173,1.048,0
-0.046,-0.128,1.131,0
-0.031,-0.18,1.246,0
-0.037,-0.124,1.266,0
-0.046,-0.165,1.033,0
-0.048,-0.159,1.05,0
-0.032,-0.145,1.254,0
-0.035,-0.193,1.269,0
-0.038,-0.199,1.039,0
-0.042,-0.119,1.166,0
-0.042,-0.141,1.288,0
-0.048,-0.19,1.238,0
-0.031,-0.141,1.186,0
-0.047,-0.18,1.274,0
-0.046,-0.125,1.072,0
-0.033,-0.173,1.106,0
-0.031,-0.134,1.223,0
-0.041,-0.174,1.187,0
-0.042,-0.197,1.029,0
-0.047,-0.107,1.151,0
-0.036,-0.166,1.07,0
-0.039,-0.122,1.232,0
-0.046,-0.17,1.212,0
-0.035,-0.2,1.131,0
-0.034,-0.145,1.274,0
-0.045,-0.124,1.29,0
-0.043,-0.125,1.258,0
-0.031,-0.186,1.257,0
-0.047,-0.197,1.192,0
-0.048,-0.108,1.264,0
-0.048,-0.144,1.098,0
-0.047,-0.148,1.051,0
-0.038,-0.169,1.21,0
-0.034,-0.179,1.011,0
-0.035,-0.155,1.18,0
-0.047,-0.163,1.242,0
-0.045,-0.268,0.57,1
-0.045,-0.176,1.119,0
-0.041,-0.108,1.158,0
-0.032,-0.158,1.015,0
-0.047,-0.151,1.3,0
-0.048,-0.103,1.044,0
-0.042,-0.193,1.0,0
-0.037,-0.165,1.156,0
-0.048,-0.167,1.141,0
-0.044,-0.188,1.121,0
-0.043,-0.199,1.128,0
-0.044,-0.108,1.041,0
-0.044,-0.155,1.156,0
-0.042,-0.104,1.2,0
-0.031,-0.14,1.205,0
-0.033,-0.123,1.103,0
-0.048,-0.157,1.261,0
-0.031,-0.126,1.1,0
-0.04,-0.143,1.059,0
-0.047,-0.178,1.27,0
